AMON	DATE_count	DIN	NTOT	NTRA	NTRI	NTRZ	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	max	min	number_of_dates
0.09555555555555556	3.0	4.695555555555556	18.381111111111114	4.538888888888889	0.061111111111111116		5.047333333333334	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013.0	0.8793448971135506	(0, 'SE625180-181655')	0.8793448971135506			
0.08	3.0	4.8211111111111125	18.410555555555558	4.712222222222222	0.06666666666666668		4.851444444444445	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2014.0	0.8784536662525229	(1, 'SE625180-181655')	0.8784536662525229			
0.08444444444444445	3.0	4.281111111111111	18.11777777777778	4.1433333333333335	0.05333333333333334		5.09811111111111	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015.0	0.9506373984836101	(2, 'SE625180-181655')	0.9506373984836101			
0.1416666666666667	4.0	3.9075	18.55666666666667	3.616666666666667	0.14916666666666664		4.915666666666667	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016.0	1.0	(3, 'SE625180-181655')	1.3055949822294375			
1.2333333333333334	2.0	7.166666666666666	20.545	5.671666666666667	0.2616666666666667		1.692	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2015.0	0.9445383654254474	(0, 'SE654820-222660')	0.9445383654254474			
0.7866666666666666	1.0	5.44	21.206666666666667	4.403333333333332	0.25		2.0	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2016.0	1.0	(1, 'SE654820-222660')	1.1643382352941174			
1.0133333333333334	1.0	10.671666666666667	25.143333333333334	9.513333333333334	0.145		3.219	POOR	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015.0	0.36025300640324853	(0, 'SE625000-180075')	0.4082024051225988			
0.6316666666666667	1.0	6.585000000000001	21.823333333333334	6.505	0.08		3.498333333333333	MODERATE	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016.0	0.5936816916315777	(1, 'SE625000-180075')	0.6530498607947355			
1.83	1.0	21.6	40.5	19.45	0.32		5.0	BAD	SE628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015.0	0.13227513227513227	(0, 'SE628750-183300')	0.18518518518518517			
2.6149999999999998	1.0	10.825	27.24	9.575	0.42000000000000004		4.305	POOR	SE628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016.0	0.327944572748268	(1, 'SE628750-183300')	0.3823556581986144			
0.5866666666666667	1.0	8.713333333333333	24.345	8.040000000000001	0.08666666666666667		4.394833333333334	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015.0	0.42996104889754466	(0, 'SE631346-184241')	0.47295715378729913			
0.3	1.0	5.873333333333334	21.513333333333335	5.48	0.09333333333333332		4.448333333333333	GOOD	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016.0	0.6568996270471865	(1, 'SE631346-184241')	0.6998297389330306			
3.64	1.0	13.436666666666667	32.055	9.521666666666667	0.275		4.206	POOR	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015.0	0.23688910940213337	(0, 'SE631646-185280')	0.3095112875217067			
0.545	1.0	8.315	24.35666666666667	7.518333333333334	0.2516666666666667		2.091666666666667	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016.0	0.5009202062719803	(1, 'SE631646-185280')	0.5510122268991783			
0.6716666666666666	2.0	12.708333333333334	31.183333333333334			12.036666666666665	3.6	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013.0	0.3288327437569787	(0, 'SE583730-164501')	0.38662455781773397			
0.28166666666666673	2.0	6.298333333333333	26.183333333333334			6.0166666666666675	5.1	MODERATE	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014.0	0.4568115927046375	(1, 'SE583730-164501')	0.5053333316103331			
0.24333333333333335	2.0	8.361666666666665	27.259999999999998			8.118333333333334	6.25	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015.0	0.2560703834231788	(2, 'SE583730-164501')	0.33205278756738404			
0.15833333333333333	2.0	5.218333333333334	21.55			5.0600000000000005	6.383333333333333	MODERATE	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2016.0	0.4400456720498725	(3, 'SE583730-164501')	0.48605252285735334			
