TYPE_AREA_NUMBER	TYPE_AREA_SUFFIX	EU_CD	BASIN_NUMBER	HID	NAME	CENTER_LAT	CENTER_LON	URL_VISS
23		SE652400-223501	110001.0	652400-223501	Norrbottens skärgårds kustvatten	"65° 16' 37,678"""	"22° 10' 46,413"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652400-223501
23		SE648760-213140	110002.0	649640-214530	N m Bottenvikens kustvatten	"64° 42' 35,349"""	"21° 24' 5,383"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE648760-213140
23		SE641250-211751	110004.0	641250-211751	S Bottenvikens kustvatten	"64° 14' 31,567"""	"21° 16' 29,647"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE641250-211751
21		SE635300-205251	110005.0	635300-205251	N n Kvarkens kustvatten	"63° 36' 35,329"""	"20° 50' 2,994"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE635300-205251
21		SE633550-200700	110006.0	633550-200700	S n Kvarkens kustvatten	"63° 32' 0,489"""	"20° 16' 20,319"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE633550-200700
22		SE654560-246250	110007.0	654560-246250	Haparandafjärden sek namn	"65° 45' 31,216"""	"24° 5' 48,374"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654560-246250
22		SE654360-235780	110008.0	654360-235780	Skomakarfjärden	"65° 44' 48,580"""	"23° 58' 22,358"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654360-235780
23		SE654130-249500	110009.0	654130-249500	Katajafjärden	"65° 41' 32,920"""	"24° 8' 48,852"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654130-249500
23		SE654150-240380	110010.0	654150-240380	Hamnskärsfjärden	"65° 40' 46,382"""	"24° 2' 47,955"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654150-240380
23		SE653840-247900	110011.0	653840-247900	Knivskärsfjärden	"65° 38' 31,633"""	"24° 8' 13,779"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653840-247900
23		SE653870-235570	110012.0	653870-235570	Enskärsfjärden	"65° 40' 5,348"""	"23° 54' 14,108"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653870-235570
22		SE654575-234250	110013.0	654575-234250	Seskaröfjärden	"65° 46' 51,467"""	"23° 42' 25,271"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654575-234250
23		SE654100-234100	110014.0	654100-234100	S. Seskaröfjärden sek namn	"65° 39' 14,747"""	"23° 42' 38,335"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654100-234100
22		SE654500-232000	110016.0	654500-232000	Repskärsfjärden	"65° 45' 13,671"""	"23° 20' 45,667"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654500-232000
22		SE655260-224280	110017.0	655260-224280	Törefjärden	"65° 52' 33,905"""	"22° 41' 43,967"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE655260-224280
22		SE654990-224540	110018.0	654990-224540	Siknäsfjärden	"65° 49' 6,423"""	"22° 48' 5,721"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654990-224540
22		SE654570-225230	110019.0	654570-225230	Rånöfjärden	"65° 45' 17,841"""	"22° 53' 0,728"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654570-225230
22		SE654110-224850	110021.0	654110-224850	Båtöfjärden	"65° 41' 35,516"""	"22° 49' 33,153"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654110-224850
22		SE654291-224000	110022.0	654291-224000	Bergöfjärden	"65° 43' 56,369"""	"22° 38' 4,990"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654291-224000
22		SE654820-222660	110023.0	654820-222660	Rånefjärden	"65° 49' 11,924"""	"22° 25' 55,754"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654820-222660
22		SE654470-222700	110024.0	654470-222700	Gussöfjärden	"65° 45' 21,797"""	"22° 26' 12,323"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654470-222700
22		SE654330-222200	110025.0	654330-222200	N. Sigfridsöfjärden	"65° 43' 16,379"""	"22° 21' 26,253"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654330-222200
22		SE654200-222920	110026.0	654200-222920	Tistersöfjärden	"65° 42' 12,678"""	"22° 29' 9,737"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654200-222920
22		SE654000-222430	110027.0	654000-222430	S. Sigfridsöfjärden	"65° 40' 59,923"""	"22° 24' 21,915"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654000-222430
22		SE653900-223280	110028.0	653900-223280	Fjuksöfjärden	"65° 38' 30,691"""	"22° 32' 15,814"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653900-223280
22		SE656840-222800	110029.0	656840-222800	Bergnäsfjärden	"65° 40' 59,874"""	"22° 16' 54,527"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE656840-222800
22		SE729849-180191	110030.0	729849-180191	Björköfjärden	"65° 38' 44,962"""	"22° 22' 21,065"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE729849-180191
22		SE653740-222800	110031.0	653740-222800	Hamnöfjärden	"65° 37' 1,719"""	"22° 28' 6,932"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653740-222800
22		SE653303-222900	110032.0	653303-222900	Hindersöfjärden	"65° 34' 9,706"""	"22° 27' 1,074"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653303-222900
22		SE653140-224000	110033.0	653140-224000	Degeröfjärden	"65° 31' 18,675"""	"22° 39' 32,880"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653140-224000
22		SE653116-224623	110034.0	653116-224623	Saxskärsfjärden	"65° 31' 19,737"""	"22° 44' 43,649"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653116-224623
22		SE652855-224000	110035.0	652855-224000	Bastaskärsfjärden	"65° 29' 12,733"""	"22° 37' 50,443"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652855-224000
22		SE652920-222650	110037.0	652920-222650	Sörbrändöfjärden	"65° 28' 35,410"""	"22° 28' 1,336"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652920-222650
22		SE729159-179002	110038.0	729159-179002	Inre Lulefjärden	"65° 35' 32,035"""	"22° 6' 9,828"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE729159-179002
22		SE728806-179329	110039.0	728806-179329	Yttre Lulefjärden	"65° 33' 28,159"""	"22° 10' 2,728"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE728806-179329
22		SE653176-222000	110040.0	653176-222000	Sandöfjärden	"65° 31' 38,342"""	"22° 19' 47,374"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653176-222000
22		SE652686-221500	110041.0	652686-221500	Germandöfjärden	"65° 28' 36,186"""	"22° 13' 7,112"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652686-221500
22		SE652830-222116	110042.0	652830-222116	Västantillfjärden	"65° 27' 51,742"""	"22° 20' 42,320"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652830-222116
22		SE652450-222116	110043.0	652450-222116	Sandgrönnfjärden	"65° 24' 54,323"""	"22° 22' 55,439"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652450-222116
22		SE654490-220870	110044.0	654490-220870	Börstskärsfjärden	"65° 27' 20,639"""	"22° 4' 58,600"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654490-220870
22		SE652400-220070	110045.0	652400-220070	Mannöfjärden	"65° 24' 22,664"""	"22° 0' 26,082"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652400-220070
22		SE652475-215750	110046.0	652475-215750	Holfjärden	"65° 25' 15,656"""	"21° 56' 37,264"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652475-215750
22		SE652465-214080	110047.0	652465-214080	Bastafjärden	"65° 24' 52,970"""	"21° 40' 27,062"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652465-214080
22		SE652385-214180	110048.0	652385-214180	Brändöfjärden	"65° 24' 0,875"""	"21° 42' 26,186"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652385-214180
22		SE652500-213500	110049.0	652500-213500	Harrbäcksfjärden	"65° 24' 55,633"""	"21° 34' 29,331"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652500-213500
22		SE652066-214400	110050.0	652066-214400	Storfjärden	"65° 20' 44,754"""	"21° 46' 21,745"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652066-214400
22		SE652250-213430	110051.0	652250-213430	Håkansöfjärden	"65° 22' 52,727"""	"21° 32' 50,223"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652250-213430
22		SE652250-213000	110052.0	652250-213000	Bärtnäsfjärden	"65° 22' 27,400"""	"21° 29' 40,460"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652250-213000
22		SE652150-213000	110053.0	652150-213000	Rävahavet	"65° 21' 27,526"""	"21° 30' 51,405"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652150-213000
22		SE652000-213210	110054.0	652000-213210	Nördfjärden	"65° 19' 41,760"""	"21° 31' 2,306"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652000-213210
22		SE652075-213500	110055.0	652075-213500	Davids stenar	"65° 20' 45,637"""	"21° 34' 21,926"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652075-213500
22		SE651940-213930	110056.0	651940-213930	Haraholmsfjärden	"65° 18' 37,418"""	"21° 38' 41,961"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651940-213930
22		SE652000-214000	110057.0	652000-214000	Mjoöfjärden sek namn	"65° 19' 21,094"""	"21° 41' 42,751"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652000-214000
22		SE651800-214740	110058.0	651800-214740	Baggholmsdraget	"65° 18' 38,485"""	"21° 45' 18,601"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651800-214740
22		SE651475-214300	110059.0	651475-214300	Vargödraget	"65° 15' 29,934"""	"21° 42' 49,468"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651475-214300
22		SE651818-212790	110060.0	651818-212790	Inrefjärden	"65° 18' 3,451"""	"21° 27' 3,669"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651818-212790
22		SE651500-213108	110061.0	651500-213108	Yttrefjärden	"65° 15' 39,285"""	"21° 29' 58,288"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651500-213108
22		SE651075-213700	110062.0	651075-213700	Bondöfjärden	"65° 11' 27,936"""	"21° 36' 49,993"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651075-213700
22		SE650750-213500	110063.0	650750-213500	Jävrefjärden	"65° 7' 24,448"""	"21° 34' 1,203"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE650750-213500
22		SE650460-213400	110064.0	650460-213400	Bursfjärden	"65° 4' 48,675"""	"21° 32' 49,757"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE650460-213400
22		SE650280-213110	110065.0	650280-213110	Kinnbäcksfjärden	"65° 3' 13,291"""	"21° 27' 43,240"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE650280-213110
22		SE645950-212650	110066.0	645950-212650	Åbyfjärden	"65° 0' 5,019"""	"21° 25' 38,575"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645950-212650
22		SE645830-212300	110067.0	645830-212300	Tåmfjärden	"64° 58' 36,823"""	"21° 24' 10,067"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645830-212300
22		SE645500-212000	110068.0	645500-212000	Byskefjärden	"64° 55' 21,640"""	"21° 17' 28,261"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645500-212000
22		SE645340-211330	110069.0	645340-211330	Rösnäsfjärden	"64° 52' 54,709"""	"21° 13' 14,327"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645340-211330
22		SE645130-211040	110070.0	645130-211040	Bredviksfjärden	"64° 51' 22,894"""	"21° 10' 23,462"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645130-211040
22		SE645000-212100	110071.0	645000-212100	Inre Kågefjärden	"64° 49' 50,672"""	"21° 2' 17,713"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645000-212100
22		SE645000-213500	110072.0	645000-213500	Kågefjärden	"64° 50' 13,548"""	"21° 3' 43,907"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645000-213500
22		SE644730-210650	110073.0	644730-210650	Boviksfjärden	"64° 47' 16,325"""	"21° 5' 40,633"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644730-210650
22		SE647260-212660	110074.0	647260-212660	Hålfjärden	"64° 43' 50,730"""	"21° 14' 20,132"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE647260-212660
22		SE644150-211000	110075.0	644150-211000	Ursviksfjärden	"64° 41' 39,026"""	"21° 9' 51,206"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644150-211000
22		SE644040-211260	110076.0	644040-211260	Sörfjärden	"64° 40' 41,192"""	"21° 13' 3,166"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644040-211260
22		SE644030-218500	110077.0	644030-218500	Ytterviksfjärden	"64° 40' 27,409"""	"21° 8' 26,333"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644030-218500
22		SE643920-211500	110079.0	643920-211500	Simpan	"64° 39' 17,173"""	"21° 14' 27,799"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE643920-211500
22		SE644070-211650	110080.0	644070-211650	Skelleftehamnsfjärden	"64° 40' 28,181"""	"21° 16' 31,911"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644070-211650
22		SE643700-211940	110081.0	643700-211940	Burefjärden	"64° 36' 58,288"""	"21° 17' 27,076"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE643700-211940
22		SE643550-211920	110082.0	643550-211920	Storsladan	"64° 35' 18,923"""	"21° 18' 42,708"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE643550-211920
23		SE646360-213700	110083.0	646360-213700	Skelleftebukten	"64° 37' 37,536"""	"21° 22' 53,101"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE646360-213700
22		SE643160-212730	110084.0	643160-212730	Bäckfjärden	"64° 31' 37,382"""	"21° 27' 43,784"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE643160-212730
22		SE642950-213400	110085.0	642950-213400	Bjuröfjärden	"64° 29' 5,921"""	"21° 31' 10,830"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE642950-213400
22		SE642035-212600	110086.0	642035-212600	Blackefjärden	"64° 20' 15,079"""	"21° 25' 41,744"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE642035-212600
22		SE641875-212250	110087.0	641875-212250	Kallviken	"64° 18' 46,199"""	"21° 22' 5,189"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE641875-212250
22		SE641745-211570	110088.0	641840-211540	Lövselefjärden	"64° 17' 25,042"""	"21° 15' 20,460"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE641745-211570
22		SE641250-210560	110090.0	641250-210560	Gumbodafjärden	"64° 12' 41,010"""	"21° 5' 6,733"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE641250-210560
22		SE641000-210500	110091.0	641000-210500	Vändskärsfjärden	"64° 10' 29,284"""	"21° 4' 25,601"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE641000-210500
22		SE640900-205935	110092.0	640900-205935	Sikeåfjärden	"64° 9' 5,864"""	"20° 58' 36,456"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE640900-205935
22		SE640400-205770	110093.0	640400-205770	Ricklefjärden	"64° 4' 7,775"""	"20° 57' 16,971"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE640400-205770
22		SE640240-205500	110094.0	640240-205500	Bygdefjärden	"64° 2' 13,782"""	"20° 54' 40,310"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE640240-205500
20		SE635040-204196	110095.0	635040-204196	Ostnäsfjärden	"63° 50' 11,924"""	"20° 41' 59,594"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE635040-204196
20		SE634640-203710	110096.0	634640-203710	Ytterbodafjärden	"63° 46' 36,752"""	"20° 38' 20,523"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634640-203710
20		SE634950-202940	110097.0	634950-202940	Lillfjärden	"63° 49' 47,554"""	"20° 29' 44,313"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634950-202940
20		SE634740-203020	110098.0	634740-203020	Täftefjärden	"63° 47' 21,937"""	"20° 29' 59,146"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634740-203020
20		SE637640-204160	110099.0	637640-204160	Tavlefjärden	"63° 44' 41,771"""	"20° 25' 8,863"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE637640-204160
20		SE637310-204860	110100.0	637310-204860	Yttre Täftefjärden	"63° 43' 48,007"""	"20° 28' 56,156"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE637310-204860
20		SE634200-202033	110101.0	634350-202000	Österfjärden	"63° 43' 8,813"""	"20° 20' 5,836"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634200-202033
20		SE636570-203590	110104.0	636570-203590	Fjärdgrundsområdet sek namn	"63° 39' 25,675"""	"20° 21' 43,574"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE636570-203590
20		SE634230-201605	110105.0	634230-201605	Västerfjärden	"63° 41' 23,497"""	"20° 15' 6,177"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634230-201605
20		SE633710-200500	110106.0	633710-200500	Mjölefjärden	"63° 37' 26,120"""	"20° 3' 40,585"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE633710-200500
20		SE635660-199490	110107.0	635660-199490	Hörnefors området sek namn	"63° 34' 17,042"""	"19° 56' 30,307"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE635660-199490
20		SE633000-195000	110108.0	633000-195000	Örefjärden	"63° 30' 29,452"""	"19° 48' 49,347"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE633000-195000
22		SE656300-222750	110110.0	656300-222750	Mulöviken	"65° 37' 53,590"""	"22° 16' 25,836"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE656300-222750
22		SE656620-222480	110111.0	656620-222480	Granöfjärden	"65° 39' 39,375"""	"22° 14' 53,788"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE656620-222480
22		SE655180-218660	110112.0	655180-218660	Möröfjärden	"65° 29' 44,791"""	"21° 54' 1,458"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE655180-218660
22		SE654860-219880	110113.0	654860-219880	Ersnäsfjärden	"65° 29' 29,779"""	"21° 59' 2,207"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654860-219880
22		SE655120-220380	110114.0	655120-220380	Måttsundsfjärden	"65° 30' 35,630"""	"22° 0' 42,127"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE655120-220380
22		SE645670-214290	110115.0	645670-214290	Sandvikssundet	"64° 34' 20,480"""	"21° 25' 33,568"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645670-214290
20		SE637070-204260	110116.0	637070-204260	Raggavaviken	"63° 42' 18,160"""	"20° 25' 24,969"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE637070-204260
20		SE636910-204040	110117.0	636910-204040	Österlångslädan	"63° 41' 31,990"""	"20° 24' 12,376"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE636910-204040
20		SE636150-199220	110118.0	636150-199220	Megrundsområdet	"63° 36' 54,260"""	"19° 55' 18,765"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE636150-199220
19		SE633400-195000	120001.0	633400-195000	N Bottenhavets kustvatten	"63° 19' 25,740"""	"19° 27' 52,247"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE633400-195000
19		SE630210-187470	120002.0	630210-187470	N Höga kustens kustvatten	"63° 5' 16,524"""	"18° 49' 21,527"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630210-187470
19		SE619690-175690	120003.0	619690-175690	N M Bottenhavets kustvatten	"62° 3' 22,884"""	"17° 39' 18,448"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE619690-175690
17		SE612520-172080	120004.0	612520-172080	N S M Bottenhavets kustvatten	"61° 25' 16,427"""	"17° 21' 6,960"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE612520-172080
17		SE604200-174400	120005.0	604200-174400	Gävlebuktens utsjövatten	"60° 42' 37,733"""	"17° 41' 21,284"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604200-174400
18		SE632690-193500	120006.0	632690-193500	Yttre Nordmalingsfjärden	"63° 27' 25,149"""	"19° 33' 23,160"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632690-193500
18		SE633043-193300	120007.0	633043-193300	Nordmalingsfjärden	"63° 31' 27,642"""	"19° 30' 9,850"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE633043-193300
18		SE634040-193330	120008.0	634040-193330	Degerfjärden	"63° 24' 12,783"""	"19° 20' 38,598"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634040-193330
18		SE631840-191130	120009.0	631840-191130	Husumsbukten	"63° 18' 4,308"""	"19° 10' 19,540"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631840-191130
18		SE631500-190270	120010.0	631500-190270	Risöfjärden	"63° 14' 49,755"""	"19° 2' 44,304"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631500-190270
18		SE631406-185500	120011.0	631406-185500	Havsfjärden sek namn	"63° 14' 14,388"""	"18° 55' 15,110"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631406-185500
18		SE631646-185280	120012.0	631646-185280	Idbyfjärden	"63° 16' 38,003"""	"18° 52' 13,282"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631646-185280
18		SE631450-185200	120013.0	631450-185200	Nötbolandsfjärden	"63° 14' 22,365"""	"18° 51' 53,826"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631450-185200
18		SE631460-185000	120014.0	631460-185000	Dekarsöfjärden	"63° 14' 52,641"""	"18° 48' 28,512"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631460-185000
18		SE631610-184500	120015.0	631610-184500	Örnsköldsviksfjärden	"63° 16' 13,454"""	"18° 44' 10,899"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631610-184500
18		SE631710-188130	120016.0	631710-188130	Gullviksfjärden sek namn	"63° 10' 36,699"""	"18° 48' 47,510"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631710-188130
18		SE631346-184241	120017.0	631346-184241	Bäckfjärden	"63° 14' 12,458"""	"18° 41' 40,318"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631346-184241
18		SE630685-184305	120018.0	630685-184305	Nätrafjärden	"63° 7' 31,135"""	"18° 43' 11,310"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630685-184305
18		SE630383-183500	120019.0	630383-183500	Mjältöfjärden	"63° 4' 39,659"""	"18° 34' 0,433"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630383-183500
18		SE630760-183315	120020.0	630760-183315	Näskefjärden	"63° 8' 1,986"""	"18° 32' 33,681"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630760-183315
18		SE630000-183500	120021.0	630000-183500	Ullångersfjärden	"63° 0' 11,271"""	"18° 31' 38,944"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630000-183500
18		SE630203-182615	120022.0	630203-182615	Norrfjärden	"63° 2' 40,804"""	"18° 24' 54,695"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630203-182615
18		SE630180-182080	120023.0	630180-182080	Dockstafjärden	"63° 2' 4,197"""	"18° 20' 26,856"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630180-182080
18		SE625710-183000	120024.0	625710-183000	Omnefjärden	"62° 57' 10,256"""	"18° 28' 15,827"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE625710-183000
18		SE625416-182696	120025.0	625416-182696	Edsätterfjärden	"62° 54' 21,599"""	"18° 25' 33,692"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE625416-182696
18		SE625180-181655	120026.0	625180-181655	Gaviksfjärden	"62° 52' 10,477"""	"18° 15' 1,484"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE625180-181655
18		SE624800-181030	120027.0	624800-181030	Grönviksfjärden	"62° 48' 15,971"""	"18° 10' 13,609"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624800-181030
18		SE625000-180075	120028.0	625000-180075	Norafjärden	"62° 49' 44,463"""	"18° 3' 27,446"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE625000-180075
18		SE624615-180500	120029.0	624615-180500	Storfjärden	"62° 46' 38,218"""	"18° 3' 1,632"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624615-180500
18		SE624335-180000	120030.0	624335-180000	Hemsösundet sek namn	"62° 43' 23,160"""	"17° 59' 21,869"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624335-180000
18		SE624870-175500	120031.0	624870-175500	Ramöfjärden sek namn	"62° 49' 12,615"""	"17° 53' 19,831"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624870-175500
18		SE625500-175153	120032.0	625500-175153	Kramforsfjärden sek namn	"62° 57' 39,005"""	"17° 47' 29,798"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE625500-175153
18		SE625900-174360	120033.0	625900-174360	Bollstafjärden	"62° 59' 3,159"""	"17° 42' 46,959"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE625900-174360
18		SE623810-180350	120034.0	623810-180350	Norra sundet	"62° 38' 30,146"""	"18° 1' 51,738"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623810-180350
18		SE623340-175556	120035.0	623340-175556	Södra Sundet	"62° 34' 51,517"""	"17° 55' 24,570"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623340-175556
