WATER_BODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area
Lövstabukten	3	2	2006-12-31		16	603650-174500	SE3	SE603650-174500	SE3	SE	16	16	102353.3236	118333770.1
Karlholmsfjärden	3	2	2006-12-31		16	603190-174000	SE3	SE603190-174000	SE3	SE	16	16	67249.71259	15924060.57
Kallriga Fjärden	3	2	2006-12-31		16	602120-181610	SE3	SE602120-181610	SE3	SE	16	16	27096.18774	7024935.06
Ängsfjärden sek namn	3	2	2006-12-31		16	601660-183550	SE3	SE601660-183550	SE3	SE	16	16	135992.3013	28969105
Östhammarfjärden sek namn	3	2	2006-12-31		16	601300-182880	SE3	SE601300-182880	SE3	SE	16	16	66758.02169	15644106.16
Raggaröfjärden	3	2	2006-12-31		16	601310-183700	SE3	SE601310-183700	SE3	SE	16	16	37447.20804	11581816.27
Galtfjärden	3	2	2006-12-31		16	601000-183510	SE3	SE601000-183510	SE3	SE	16	16	88249.16746	32356346.69
Ljusnefjärden	2	2	2006-12-31		16	611213-171063	SE2	SE611213-171063	SE2	SE	16	16	25061.39299	7723504.113
Skutskärsfjärden sek namn	2	2	2006-12-31		16	604250-173000	SE2	SE604250-173000	SE2	SE	16	16	82677.95944	140500691.3
Västra Saxarfjärden	3	2	2006-12-31		12	592650-182815	SE3	SE592650-182815	SE3	SE	12n	12	68392.11423	23885261.45
Trälhavet	3	2	2006-12-31		12	592605-182310	SE3	SE592605-182310	SE3	SE	12n	12	51929.13328	20583857.1
Kyrkfjärden	3	1	2006-12-31		24	592600-181135	SE3	SE592600-181135	SE3	SE	24	24	12421.84663	2274241.753
Överbyfjärden	3	1	2006-12-31		24	592575-181770	SE3	SE592575-181770	SE3	SE	24	24	11527.65442	2010734.105
Säbyvik	3	1	2006-12-31		24	592600-181600	SE3	SE592600-181600	SE3	SE	24	24	16014.73261	1867820.15
Södra Vaxholmsfjärden	3	1	2006-12-31		24	592420-182210	SE3	SE592420-182210	SE3	SE	24	24	19983.04654	4432669.17
Skurusundet	3	1	2006-12-31		24	591800-181360	SE3	SE591800-181360	SE3	SE	24	24	19579.22996	2430855.484
Gränöfjärden	3	2	2006-12-31		12	591050-182740	SE3	SE591050-182740	SE3	SE	12n	12	50680.16362	15666192.25
Ällmorafjärden	3	2	2006-12-31		12	591160-182400	SE3	SE591160-182400	SE3	SE	12n	12	8982.182529	1528149.148
Jungfrufjärden	3	2	2006-12-31		12	590835-183000	SE3	SE590835-183000	SE3	SE	12n	12	67070.26005	48249094.49
Vissvassfjärden	3	2	2006-12-31		12	591090-182300	SE3	SE591090-182300	SE3	SE	12n	12	5739.073075	1157144.963
Sandemars fjärd sek namn	3	2	2006-12-31		12	590635-182120	SE3	SE590635-182120	SE3	SE	12n	12	51342.21333	17112735.93
Fåglaröfjärden sek namn	3	2	2006-12-31		12	590500-182000	SE3	SE590500-182000	SE3	SE	12n	12	95300.77174	31265594.15
Skettnefjärden	3	2	2006-12-31		12	584905-172980	SE3	SE584905-172980	SE3	SE	12n	12	19193.08048	4728924.655
Lagnöströmmen	4	2	2006-12-31		12	582070-164820	SE4	SE582070-164820	SE4	SE	12s	12	21821.06418	4175059.634
Kaggfjärden	3	2	2006-12-31		12	590550-174540	SE3	SE590550-174540	SE3	SE	12n	12	12058.91802	5230920.537
Näslandsfjärden	3	2	2006-12-31		12	590400-174090	SE3	SE590400-174090	SE3	SE	12n	12	34605.01203	13992146.01
Himmerfjärden	3	2	2006-12-31		12	590000-174400	SE3	SE590000-174400	SE3	SE	12n	12	51485.84383	30515433.12
Stavbofjärden	3	2	2006-12-31		12	590200-173765	SE3	SE590200-173765	SE3	SE	12n	12	34622.54532	9095776.223
Svärdsfjärden	3	2	2006-12-31		12	585000-174600	SE3	SE585000-174600	SE3	SE	12n	12	124254.7187	68118508.5
Gälöfjärden	3	2	2006-12-31		12	585400-173870	SE3	SE585400-173870	SE3	SE	12n	12	59704.27536	23437120.68
Fållnäsviken	3	2	2006-12-31		12	585345-174950	SE3	SE585345-174950	SE3	SE	12n	12	31713.70506	6421720.704
Fifångsdjupet	3	2	2006-12-31		12	585200-174000	SE3	SE585200-174000	SE3	SE	12n	12	44038.67404	26057325.73
Nynäsviken	3	2	2006-12-31		12	585170-175445	SE3	SE585170-175445	SE3	SE	12n	12	35898.09951	6563167.961
Dragfjärden sek namn	3	2	2006-12-31		12	584960-175280	SE3	SE584960-175280	SE3	SE	12n	12	69759.6321	10500406.27
Gårdsfjärden	3	2	2006-12-31		12	585145-175690	SE3	SE585145-175690	SE3	SE	12n	12	21821.56024	7697048.447
Trosafjärden	3	2	2006-12-31		12	585200-173430	SE3	SE585200-173430	SE3	SE	12n	12	18238.54948	3559179.762
Fågelöfjärden	3	2	2006-12-31		12	585200-173600	SE3	SE585200-173600	SE3	SE	12n	12	34955.29509	10533964.97
Hållsviken	3	2	2006-12-31		12	585075-173130	SE3	SE585075-173130	SE3	SE	12n	12	31773.94619	8452317.822
Gillsviken	3	2	2006-12-31		12	585040-173535	SE3	SE585040-173535	SE3	SE	12n	12	12511.80239	2846455.635
Krabbfjärden	3	2	2006-12-31		14	584340-174401	SE3	SE584340-174401	SE3	SE	14	14	163121.173	356025866.3
Gupafjärden	3	2	2006-12-31		12	584600-173200	SE3	SE584600-173200	SE3	SE	12n	12	55163.89	24473014.3
Gunnarbofjärden	3	2	2006-12-31		12	584820-172920	SE3	SE584820-172920	SE3	SE	12n	12	12775.82466	2918139.187
Tvären	3	2	2006-12-31		12	584520-172495	SE3	SE584520-172495	SE3	SE	12n	12	39305.96615	18028025.94
Sjösafjärden	3	2	2006-12-31		12	584430-170665	SE3	SE584430-170665	SE3	SE	12n	12	15989.92197	5654778.713
Dragviksfjärden	3	2	2006-12-31		12	584400-172270	SE3	SE584400-172270	SE3	SE	12n	12	23415.82234	6386168.656
Ringsöfjärden sek namn	3	2	2006-12-31		12	584420-172515	SE3	SE584420-172515	SE3	SE	12n	12	22355.46188	4890395.601
Kråkfjärden	3	2	2006-12-31		12	584390-172085	SE3	SE584390-172085	SE3	SE	12n	12	20667.6556	7115154.479
Risöområdet sek namn	3	2	2006-12-31		12	584227-171600	SE3	SE584227-171600	SE3	SE	12n	12	98196.91294	25393178.95
Mellanfjärden	3	2	2006-12-31		12	584435-170450	SE3	SE584435-170450	SE3	SE	12n	12	6993.945259	2843189.887
Stadsfjärden	3	2	2006-12-31		12	584434-170260	SE3	SE584434-170260	SE3	SE	12n	12	5958.53242	1562709.771
Örsbaken	3	2	2006-12-31		12	584085-171600	SE3	SE584085-171600	SE3	SE	12n	12	46587.55617	32199178.2
Aspafjärden	3	2	2006-12-31		12	584215-170800	SE3	SE584215-170800	SE3	SE	12n	12	22529.89198	7157867.055
Mellersta Bråviken	4	2	2006-12-31		12	583825-163500	SE4	SE583825-163500	SE4	SE	12n	12	25882.35276	16191384
Sillöfjärden	4	2	2006-12-31		12	583875-170270	SE4	SE583875-170270	SE4	SE	12n	12	5209.207603	1063919.937
Svensksundsviken	4	2	2006-12-31		13	583730-162500	SE4	SE583730-162500	SE4	SE	13	13	28452.02628	10485328.76
Ållonöfjärden	4	2	2006-12-31		12	583755-163200	SE4	SE583755-163200	SE4	SE	12n	12	12224.21645	3654405.847
Bosöfjärden sek namn	4	2	2006-12-31		12	583370-165290	SE4	SE583370-165290	SE4	SE	12n	12	104871.3222	41984113.2
Arkösund	4	2	2006-12-31		12	583000-165600	SE4	SE583000-165600	SE4	SE	12n	12	28030.99537	5641910.868
Arköfjärden sek namn	4	2	2006-12-31		12	582820-165920	SE4	SE582820-165920	SE4	SE	12s	12	27199.05451	13255906.16
Inre Slätbaken	4	2	2006-12-31		13	582705-163350	SE4	SE582705-163350	SE4	SE	13	13	39029.00664	15424279.59
Lönshuvudfjärden	4	2	2006-12-31		12	582630-165210	SE4	SE582630-165210	SE4	SE	12s	12	33980.49886	15901502.23
Merumsfjärden	4	2	2006-12-31		12	582600-163810	SE4	SE582600-163810	SE4	SE	12s	12	21369.87734	6495792.805
Trännöfjärden	4	2	2006-12-31		12	582460-164500	SE4	SE582460-164500	SE4	SE	12s	12	92017.40942	30748623.86
Gropviken	4	2	2006-12-31		13	582000-164145	SE4	SE582000-164145	SE4	SE	13	13	19661.34897	4349404.711
Lindensfjärden	4	2	2006-12-31		12	581975-164500	SE4	SE581975-164500	SE4	SE	12s	12	32722.3793	8138998.988
Korsfjärden	4	2	2006-12-31		12	581960-164890	SE4	SE581960-164890	SE4	SE	12s	12	29813.59433	5228525.1
Sandfjärden	4	2	2006-12-31		12	581815-164320	SE4	SE581815-164320	SE4	SE	12s	12	14545.50497	4622423.648
Orren	4	2	2006-12-31		12	581520-165000	SE4	SE581520-165000	SE4	SE	12s	12	124648.5306	30216282.87
Flisdjupet	4	2	2006-12-31		12	580890-165500	SE4	SE580890-165500	SE4	SE	12s	12	67446.20706	35439323.6
Yttre Valdemarsviken	4	2	2006-12-31		12	580585-164720	SE4	SE580585-164720	SE4	SE	12s	12	77005.71372	21578604.21
Kvädöfjärden	4	2	2006-12-31		12	580205-165162	SE4	SE580205-165162	SE4	SE	12s	12	93106.92724	64698930.58
Licknevarpefjärden	4	2	2006-12-31		12	580375-164500	SE4	SE580375-164500	SE4	SE	12s	12	17274.58763	3467910.596
Edsviken	4	2	2006-12-31		13	580250-164000	SE4	SE580250-164000	SE4	SE	13	13	5774.401042	630637.1734
Kaggebofjärden	4	2	2006-12-31		12	580000-164060	SE4	SE580000-164060	SE4	SE	12s	12	19041.61118	5626835.376
Lindödjupet	4	2	2006-12-31		12	580000-164500	SE4	SE580000-164500	SE4	SE	12s	12	89741.9902	15931628.55
Gisslöfjärden sek namn	4	2	2006-12-31		12	575880-164000	SE4	SE575880-164000	SE4	SE	12s	12	15467.8929	2337827.328
Kåröområdet	4	2	2006-12-31		12	575335-165000	SE4	SE575335-165000	SE4	SE	12s	12	119773.901	52024496.67
Bergholmsfjärden	4	2	2006-12-31		12	575430-163640	SE4	SE575430-163640	SE4	SE	12s	12	15833.92774	4973777.375
Gudingen	4	2	2006-12-31		12	575000-163620	SE4	SE575000-163620	SE4	SE	12s	12	140256.7088	65025632
Vivassen	4	2	2006-12-31		12	575370-164220	SE4	SE575370-164220	SE4	SE	12s	12	5388.936656	1216470.114
Rågödjupet	4	2	2006-12-31		12	575095-164630	SE4	SE575095-164630	SE4	SE	12s	12	41899.62899	15475350.43
Smågöfjärden	4	2	2006-12-31		12	575060-164170	SE4	SE575060-164170	SE4	SE	12s	12	71842.2288	16026187.26
Yttre Gamlebyviken	4	2	2006-12-31		12	574820-163550	SE4	SE574820-163550	SE4	SE	12s	12	41063.11083	17067544.29
Bråvikens kustvatten	4	2	2006-12-31		14	583121-171401	SE4	SE583121-171401	SE4	SE	14	14	171232.3757	390878258.2
Asken	4	2	2006-12-31		12	574500-164500	SE4	SE574500-164500	SE4	SE	12s	12	54039.28946	26340864.76
Asperöfjorden sek namn	5	2	2006-12-31		1	573860-115000	SE5	SE573860-115000	SE5	SE	1s	1	29840.06228	9142009.436
Kräklingeområdet	5	2	2006-12-31		1	573322-115478	SE5	SE573322-115478	SE5	SE	1s	1	12703.16247	2471040.005
Onsala kustvatten	5	2	2006-12-31		4	572540-114801	SE5	SE572540-114801	SE5	SE	4	4	129285.3965	263503427.5
Maleviken	5	2	2006-12-31		1	573173-115587	SE5	SE573173-115587	SE5	SE	1s	1	3158.715903	414192.051
Stallviken	5	2	2006-12-31		1	572980-115576	SE5	SE572980-115576	SE5	SE	1s	1	13484.08528	3654936.185
Låddholmsviken	5	2	2006-12-31		1	572838-115515	SE5	SE572838-115515	SE5	SE	1s	1	6430.688873	916893.9546
Inre Kungsbackafjorden	5	2	2006-12-31		1	572472-120302	SE5	SE572472-120302	SE5	SE	1s	1	27834.39494	18486535.53
Yttre Kungsbackafjorden	5	2	2006-12-31		1	572135-120141	SE5	SE572135-120141	SE5	SE	1s	1	55943.5618	30238087.02
Kyrkefjälls sund	5	2	2006-12-31		1	572227-115662	SE5	SE572227-115662	SE5	SE	1s	1	5322.318164	790449.918
Varren	5	2	2006-12-31		1	572072-115880	SE5	SE572072-115880	SE5	SE	1s	1	18627.73628	4863325.46
Vändelsöarkipelagen	5	2	2006-12-31		1	571720-120640	SE5	SE571720-120640	SE5	SE	1s	1	49283.29668	32727530.74
Klosterfjorden	5	2	2006-12-31		1	571240-121000	SE5	SE571240-121000	SE5	SE	1s	1	19262.91922	8789632.95
Balgöarkipelagen	5	2	2006-12-31		1	570900-121060	SE5	SE570900-121060	SE5	SE	1s	1	49499.97615	26418718.15
Laholmsbuktens kustvatten	5	2	2006-12-31		5	563000-123351	SE5	SE563000-123351	SE5	SE	5	5	69810.73742	177768617.1
Skäldervikens kustvatten	5	2	2006-12-31		5	562450-122751	SE5	SE562450-122751	SE5	SE	5	5	53234.70041	92950425.06
N Öresunds kustvatten	4	2	2006-12-31		5	561030-122821	SE4	SE561030-122821	SE4	SE	5	5	74259.10176	169219278.6
Lundåkrabukten	4	2	2006-12-31		6	554810-125240	SE4	SE554810-125240	SE4	SE	6	6	32379.91243	49922258.55
S Öresunds kustvatten	4	2	2012-09-04		7	552500-124461	SE4	SE552500-124461	SE4	SE	7	7	64112.42251	59413198.97
Höllviken	4	2	2006-12-31		7	552800-125430	SE4	SE552800-125430	SE4	SE	7	7	42843.33556	55805552.13
Risö-Säröarkipelagen	5	2	2006-12-31		1	573044-115355	SE5	SE573044-115355	SE5	SE	1s	1	28075.9525	9961946.038
Gotlands nv kustvatten	4	2	2006-12-31		11	574520-182151	SE4	SE574520-182151	SE4	SE	11	11	130488.7455	113306070.2
Skeppsbrofjärden sek namn	4	2	2006-12-31		12	574560-163950	SE4	SE574560-163950	SE4	SE	12s	12	7567.884022	1715528.345
Lusärnafjärden	4	2	2006-12-31		12	574440-164160	SE4	SE574440-164160	SE4	SE	12s	12	23612.13933	6792122.769
Verkebäcksviken	4	2	2006-12-31		12	574160-163610	SE4	SE574160-163610	SE4	SE	12s	12	30734.25822	5246157.693
Idöfjärden	4	2	2006-12-31		12	574205-164500	SE4	SE574205-164500	SE4	SE	12s	12	17789.21693	5008841.762
Björkskärsdjupet	4	2	2006-12-31		12	574100-164700	SE4	SE574100-164700	SE4	SE	12s	12	24249.81043	11401684.38
Uvöfjärden	4	2	2006-12-31		12	574083-164115	SE4	SE574083-164115	SE4	SE	12s	12	26122.19532	4846600.875
Lökholmsdjupet	4	2	2006-12-31		12	573972-164250	SE4	SE573972-164250	SE4	SE	12s	12	32979.52377	7278535.054
Vistingsdjupet	4	2	2006-12-31		12	573865-164160	SE4	SE573865-164160	SE4	SE	12s	12	66001.06472	24288123.36
Västrumsfjärden	4	2	2006-12-31		12	573940-163560	SE4	SE573940-163560	SE4	SE	12s	12	9287.692913	1101881.305
Grönvållsfjärden	4	2	2006-12-31		12	573885-163740	SE4	SE573885-163740	SE4	SE	12s	12	14301.21215	2193071.091
Gåsfjärden	4	2	2006-12-31		12	573500-163500	SE4	SE573500-163500	SE4	SE	12s	12	85956.76503	21618893.37
N n Kalmarsunds utsjövatten	4	2	2006-12-31		9	570900-164501	SE4	SE570900-164501	SE4	SE	9	9	163867.7377	885417420.2
V Gotlands m kustvatten	4	2	2006-12-31		11	572000-180001	SE4	SE572000-180001	SE4	SE	11	11	88973.46371	162190238
Ärnöområdet sek namn	4	2	2006-12-31		12	572810-164500	SE4	SE572810-164500	SE4	SE	12s	12	82674.02142	21784838.36
Ö Gotlands s kustvatten	4	2	2006-12-31		10	571000-184001	SE4	SE571000-184001	SE4	SE	10	10	211150.2433	370003976.2
Simpevarpsområdet	4	2	2006-12-31		8	572500-164500	SE4	SE572500-164500	SE4	SE	8	8	66808.66588	81500647.28
Granholmsfjärden	4	2	2006-12-31		12	572650-164000	SE4	SE572650-164000	SE4	SE	12s	12	16770.77245	2275744.021
Borholmsfjärden	4	2	2006-12-31		12	572565-164000	SE4	SE572565-164000	SE4	SE	12s	12	8647.346288	1118481.476
Figeholmsområdets kustvatten	4	2	2006-12-31		8	572000-163835	SE4	SE572000-163835	SE4	SE	8	8	96667.7863	65854734.09
Fågelöfjärden	4	2	2006-12-31		8	572205-163500	SE4	SE572205-163500	SE4	SE	8	8	19155.74537	5717164.571
V Gotlands s kustvatten	4	2	2006-12-31		10	570450-180651	SE4	SE570450-180651	SE4	SE	10	10	148030.2981	208514848.7
Emområdet sek namn	4	2	2006-12-31		8	570500-163750	SE4	SE570500-163750	SE4	SE	8	8	50611.72456	29246022.51
Burgsviken	4	2	2006-12-31		10	570270-181160	SE4	SE570270-181160	SE4	SE	10	10	34476.12251	32204248.35
Ödänglaområdet sek namn	4	2	2006-12-31		8	570340-163710	SE4	SE570340-163710	SE4	SE	8	8	38518.7398	17515326.71
M n Kalmarsunds utsjövatten	4	2	2006-12-31		9	565400-163600	SE4	SE565400-163600	SE4	SE	9	9	103443.7756	327840259.5
Mönsteråsområdet sek namn	4	2	2006-12-31		8	570080-163430	SE4	SE570080-163430	SE4	SE	8	8	80424.74848	28956373.09
Pataholmsviken	4	2	2006-12-31		8	565460-163000	SE4	SE565460-163000	SE4	SE	8	8	33135.5019	19583816.56
Bockskärs skärgård	4	2	2006-12-31		8	565000-162825	SE4	SE565000-162825	SE4	SE	8	8	95076.90535	47438211.19
S n Kalmarsund	4	2	2006-12-31		8	564250-162500	SE4	SE564250-162500	SE4	SE	8	8	80173.31721	81452747.31
Ö s Kalmarsunds kustvatten	4	2	2006-12-31		9	562000-162271	SE4	SE562000-162271	SE4	SE	9	9	143795.9976	165334599
N v s Kalmarsunds kustvatten	4	2	2006-12-31		9	563100-161500	SE4	SE563100-161500	SE4	SE	9	9	115395.4013	118454564.2
Västra sjön	4	2	2006-12-31		8	563825-161810	SE4	SE563825-161810	SE4	SE	8	8	29024.93493	7664874.72
Hossmoviken	4	2	2006-12-31		8	563770-161670	SE4	SE563770-161670	SE4	SE	8	8	17002.71322	5772849.468
M v s Kalmarsunds kustvatten	4	2	2006-12-31		9	562050-160820	SE4	SE562050-160820	SE4	SE	9	9	91711.96134	101797860.6
Danmarksfjärden	4	2	2006-12-31		8	561000-153320	SE4	SE561000-153320	SE4	SE	8	8	55387.91146	14968854.81
Tjäröfjärden	4	2	2006-12-31		8	561005-150250	SE4	SE561005-150250	SE4	SE	8	8	27041.42891	3961804.26
Järnavikafjärden sek namn	4	2	2006-12-31		8	561000-150390	SE4	SE561000-150390	SE4	SE	8	8	21572.49039	3878186.867
Lyckebyfjärden	4	2	2006-12-31		8	561080-153835	SE4	SE561080-153835	SE4	SE	8	8	11390.32628	2228774.512
Östra fjärden	4	2	2006-12-31		8	560810-153980	SE4	SE560810-153980	SE4	SE	8	8	77426.93828	34143500.8
Kålfjärden	4	2	2006-12-31		8	561000-152500	SE4	SE561000-152500	SE4	SE	8	8	35239.42351	8250526.369
Yttre redden	4	2	2006-12-31		8	560780-153500	SE4	SE560780-153500	SE4	SE	8	8	45747.51206	25966770.43
Boköfjärden	4	2	2006-12-31		8	560895-145975	SE4	SE560895-145975	SE4	SE	8	8	25549.75859	5962353.603
Matviksfjärden	4	2	2006-12-31		8	560950-145810	SE4	SE560950-145810	SE4	SE	8	8	10630.09294	2066771.163
Inre Pukaviksbukten	4	2	2006-12-31		8	560825-144215	SE4	SE560825-144215	SE4	SE	8	8	23419.47793	9948683.468
Hallarumsviken	4	2	2006-12-31		8	560795-154730	SE4	SE560795-154730	SE4	SE	8	8	41064.37727	13062872.43
Karlshamnsfjärden	4	2	2006-12-31		8	560900-145280	SE4	SE560900-145280	SE4	SE	8	8	15266.26773	4231535.96
Mellersta Pukaviksbukten	4	2	2006-12-31		8	560740-144375	SE4	SE560740-144375	SE4	SE	8	8	26910.90945	15987907.76
Arpöfjärden sek namn	4	2	2006-12-31		8	560750-152500	SE4	SE560750-152500	SE4	SE	8	8	29251.72463	13164193.26
Hästholmsfjärden	4	2	2006-12-31		8	560740-152650	SE4	SE560740-152650	SE4	SE	8	8	28278.97892	7480084.051
Sölvesborgsviken	4	2	2006-12-31		7	560205-143545	SE4	SE560205-143545	SE4	SE	7	7	12692.99981	3180268.382
Tostebergabukten	4	2	2006-12-31		7	555950-142740	SE4	SE555950-142740	SE4	SE	7	7	32743.99389	17510253.74
Landöbukten sek namn	4	2	2006-12-31		7	555685-142290	SE4	SE555685-142290	SE4	SE	7	7	35486.18431	23334856.91
Sandhammaren-Simrishamn	4	2	2006-12-31		7	552670-142281	SE4	SE552670-142281	SE4	SE	7	7	51952.44282	54089953.42
Östre fjorden	4	2	2006-12-31		8	560850-150580	SE4	SE560850-150580	SE4	SE	8	8	16932.8602	4270412.708
Vierydfjorden	4	2	2006-12-31		8	560930-150810	SE4	SE560930-150810	SE4	SE	8	8	14074.1709	2135303.547
Spjälköområdet	4	2	2006-12-31		8	560900-151260	SE4	SE560900-151260	SE4	SE	8	8	34745.91146	9465454.93
Kasfjärden sek namn	3	2	2006-12-31		16	601440-184000	SE3	SE601440-184000	SE3	SE	16	16	51542.31725	16148811.33
Singöfjärden	3	2	2006-12-31		16	601000-184030	SE3	SE601000-184030	SE3	SE	16	16	86945.20686	37098578.6
Edeboviken	3	2	2006-12-31		16	600740-183460	SE3	SE600740-183460	SE3	SE	16	16	33456.31849	6740089.749
Ortalaviken	3	2	2006-12-31		16	600565-184600	SE3	SE600565-184600	SE3	SE	16	16	34769.99735	5174123.443
Stockholms skärgårds n n	3	2	2006-12-31		15	595000-191501	SE3	SE595000-191501	SE3	SE	15	15	76199.81503	109850259.6
N Lidöfjärden sek namn	3	2	2006-12-31		12	594800-190655	SE3	SE594800-190655	SE3	SE	12n	12	74317.47371	22463839.14
Vätösundet	3	2	2006-12-31		12	595000-185600	SE3	SE595000-185600	SE3	SE	12n	12	21368.45859	2462005.013
Norrtäljeviken	3	2	2006-12-31		12	594670-185500	SE3	SE594670-185500	SE3	SE	12n	12	82324.26584	16389077.08
Tjocköfjärden	3	2	2006-12-31		12	594590-190600	SE3	SE594590-190600	SE3	SE	12n	12	35326.12731	9897401.614
Långfjärden	3	2	2006-12-31		12	594260-185580	SE3	SE594260-185580	SE3	SE	12n	12	18794.36514	2784193.569
Ålandsfjärden sek namn	3	2	2006-12-31		12	594100-185690	SE3	SE594100-185690	SE3	SE	12n	12	110252.6435	40205789.26
Bergshamraviken	3	2	2006-12-31		12	593750-183962	SE3	SE593750-183962	SE3	SE	12n	12	10768.62387	1802059.42
Norrfjärden sek namn	3	2	2006-12-31		12	593300-183600	SE3	SE593300-183600	SE3	SE	12n	12	51983.9523	14475836.59
Fårö n kustvatten	4	2	2006-12-31		11	580150-191251	SE4	SE580150-191251	SE4	SE	11	11	72142.45397	75134063.23
Fårö sö kustvatten	4	2	2006-12-31		10	575300-191801	SE4	SE575300-191801	SE4	SE	10	10	66661.78496	114391246.5
Gotlands n kustvatten	4	2	2006-12-31		11	575675-185101	SE4	SE575675-185101	SE4	SE	11	11	49825.30892	85451873.78
Kappelshamnsviken	4	2	2006-12-31		11	575480-184830	SE4	SE575480-184830	SE4	SE	11	11	34658.44204	34532907.01
Fårösund	4	2	2006-12-31		10	575150-190400	SE4	SE575150-190400	SE4	SE	10	10	30003.07671	21143088.49
Irevik	4	2	2006-12-31		11	575170-183550	SE4	SE575170-183550	SE4	SE	11	11	21554.27297	16237264.76
Ö Gotlands m kustvatten	4	2	2006-12-31		10	573200-185701	SE4	SE573200-185701	SE4	SE	10	10	99986.03893	191763610.4
Lausvik	4	2	2006-12-31		10	571800-184300	SE4	SE571800-184300	SE4	SE	10	10	22151.22137	22715092.62
Gansviken	4	2	2006-12-31		10	570850-182920	SE4	SE570850-182920	SE4	SE	10	10	40786.12588	36609809.83
Slesviken	4	2	2006-12-31		10	570200-182500	SE4	SE570200-182500	SE4	SE	10	10	42751.51094	60543455.79
Håkansöfjärden	1	2	2006-12-31		22	652250-213430	SE1	SE652250-213430	SE1	SE	22	22	26491.91858	8708643.529
Stora Värtan	3	1	2006-12-31		24	592400-180800	SE3	SE592400-180800	SE3	SE	24	24	43120.2334	17774927.44
Ronnebyfjärden	4	2	2006-12-31		8	560940-151740	SE4	SE560940-151740	SE4	SE	8	8	34284.37392	10302713.76
Gårdsfjärden	2	2	2006-12-31		16	613760-171000	SE2	SE613760-171000	SE2	SE	16	16	25902.02287	6308667.668
Del av N Ålands havs utsjövatten	0	3	2012-09-04		0	595913-190752	SE0	SE595913-190752	SE0	SE	0	0	158269.3483	795788974.9
Del av S n Kvarkens utsjövatten	0	3	2007-01-01		0	632213-201821	SE0	SE632213-201821	SE0	SE	0	0	127876.6083	445291766.4
Björköfjärden	3	2	2006-12-31		12	594800-190220	SE3	SE594800-190220	SE3	SE	12n	12	141648.6065	38314299.43
Del av N n Kvarkens utsjövatten	0	3	2007-01-01		0	634223-210932	SE0	SE634223-210932	SE0	SE	0	0	141996.3382	736027780.2
Enskärsfjärden	1	2	2006-12-31		23	653870-235570	SE1	SE653870-235570	SE1	SE	23	23	75302.13822	112584903.6
Klintehamnsviken sek namn	4	2	2006-12-31		10	572350-180930	SE4	SE572350-180930	SE4	SE	10	10	30298.92568	16599536.36
Björköfjärden	1	2	2007-03-19	653820-222400	22	729849-180191	SE1	SE729849-180191	SE1	SE	22	22	30312.04228	16196173.3
Lyresund	5	2	2006-12-31		1	580500-112970	SE5	SE580500-112970	SE5	SE	1n	1	15170.12104	2344602.622
Malö Strömmar	5	2	2006-12-31		2	581200-112960	SE5	SE581200-112960	SE5	SE	2	2	12581.11607	1556832.848
S v s Kalmarsunds kustvatten	4	2	2006-12-31		9	560700-155801	SE4	SE560700-155801	SE4	SE	9	9	131709.7469	178932404.8
S Kalmarsunds utsjövatten	4	2	2006-12-31		9	561400-161201	SE4	SE561400-161201	SE4	SE	9	9	174289.8105	679711884.4
Del av Hanöbuktens utsjövatten	0	3	2007-01-01		0	555420-145140	SE0	SE555420-145140	SE0	SE	0	0	342468.9082	2752778153
Del av Bornholmshavets utsjövatten	0	3	2007-01-01		0	555851-160709	SE0	SE555851-160709	SE0	SE	0	0	185105.4636	1204936417
Yttre Lulefjärden	1	2	2007-03-27	653450-220800	22	728806-179329	SE1	SE728806-179329	SE1	SE	22	22	21963.9677	9560096.713
Inre Lulefjärden	1	2	2007-03-27	653450-220800	22	729159-179002	SE1	SE729159-179002	SE1	SE	22	22	17992.30368	7831379.115
N. Sigfridsöfjärden	1	2	2006-12-31		22	654330-222200	SE1	SE654330-222200	SE1	SE	22	22	19106.0684	10408979.75
Svartlögafjärden	3	2	2006-12-31		12	593500-190000	SE3	SE593500-190000	SE3	SE	12n	12	286086.8777	259470084.4
Träsköfjärden	3	2	2006-12-31		12	592640-184500	SE3	SE592640-184500	SE3	SE	12n	12	299849.5555	68649482.71
Haby bukt	5	2	2006-12-31		1	582420-111370	SE5	SE582420-111370	SE5	SE	1n	1	4812.117864	740627.0203
Syrsan	4	2	2006-12-31		12	575670-163500	SE4	SE575670-163500	SE4	SE	12s	12	50108.54171	19099143.94
Vidingefjärden	3	2	2006-12-31		15	593920-191440	SE3	SE593920-191440	SE3	SE	15	15	61857.27408	45649208.43
Askrikefjärden	3	1	2006-12-31		24	592290-181600	SE3	SE592290-181600	SE3	SE	24	24	104778.4554	33511483.14
Sollenkrokafjärden	3	2	2006-12-31		12	592245-184400	SE3	SE592245-184400	SE3	SE	12n	12	51808.82394	8866082.96
Brunnsviken	3	1	2007-03-26		24	658507-162696	SE3	SE658507-162696	SE3	SE	24	24	12268.76946	1523103.822
