Datatyp	Kontrollstatus	Kontrollerad av	År	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsdatum	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Shark prov id	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Luftens våttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Siktdjup (m)	Q-flagga Siktdjup	Övrig Provtagning	Besökskommentar	Provtagningsdjup (m)	Tryck CTD (dbar)	Q-flagga Tryck CTD	Temperatur vattenhämtare (C)	Q-flagga Temperatur vattenhämtare	Temperatur CTD (C)	Q-flagga Temperatur CTD	Salinitet vattenhämtare (o/oo psu)	Q-flagga Salinitet vattenhämtare	Salinitet CTD (o/oo psu)	Q-flagga Salinitet CTD	Konduktivitet_25 vattenhämtare (mS/m)	Q-flagga Konduktivitet_25 vattenhämtare	Konduktivitet CTD (mS/m)	Q-flagga Konduktivitet CTD	Syrgashalt O2 vattenhämtare (ml/l)	Q-flagga Syrgashalt O2 vattenhämtare	Syrgashalt O2 CTD (ml/l)	Q-flagga Syrgashalt O2 CTD	Svavelväte H2S (umol/l)	Q-flagga Svavelväte H2S-S	pH	Q-flagga pH	pH Laboratorium	Q-flagga pH Laboratorium	Temperatur pH Laboratorium (C)	Q-flagga Temperatur pH Laboratorium	Alkalinitet (mmol/l)	Q-flagga Alkalinitet	Fosfatfosfor PO4-P (umol/l)	Q-flagga Fosfatfosfor PO4-P	Total fosfor Tot-P (umol/l)	Q-flagga Total fosfor Tot-P	Nitritkväve NO2-N (umol/l)	Q-flagga Nitritkväve NO2-N	Nitratkväve NO3-N (umol/l)	Q-flagga Nitratkväve NO3-N	Nitrit+Nitratkväve NO2+NO3-N (umol/l)	Q-flagga Nitrit+Nitratkväve NO2+NO3-N	Ammoniumkväve NH4-N (umol/l)	Q-flagga Ammoniumkväve NH4-N	Total kväve Tot-N (umol/l)	Q-flagga Total kväve Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flagga Humus	Klorofyll-a vattenhämtare (ug/l)	Q-flagga Klorofyll-a vattenhämtare	Löst Organiskt Kol DOC (umol/l)	Q-flagga Löst Organiskt Kol DOC	Partikulärt Organiskt Kol POC (umol/l)	Q-flagga Partikulärt Organiskt Kol POC	Total Organiskt Kol TOC (mg/l)	Q-flagga Total Organiskt Kol TOC	Partikulärt Organiskt Kväve PON (umol/l)	Q-flagga Partikulärt Organiskt Kväve PON	Strömriktning (dekagrader)	Q-flagga Strömriktning	Strömhastighet (m/s)	Q-flagga Strömhastighet	Lignin (mg/l)	Q-flagga Lignin	Gulämne (1/l)	Q-flagga Gulämne	Aluminium (ug/l)	Q-flagga Aluminium	Urea (umol/l)	Q-flagga Urea	CDOM (1/m)	Q-flagga CDOM	Provkommentar	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+0+0	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	0					4.34				27.87								6.9																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+5+5	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	5					4.34				27.88								6.9																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+10+10	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	10					4.29				28.21								6.8																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+15+15	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	15					4.19				30.82								6.8																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+20+20	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	20					4.17				32.05								6.7																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+25+25	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	25					4.37				32.60								6.6																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+30+30	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	30					4.44				32.93								6.6																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+40+40	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	40					5.78				33.50								6.1																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+50+50	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	50					6.17				34.01								5.9																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+60+60	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	60					6.66				34.22								5.8																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+70+70	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	70					6.98				34.36								5.7																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0214	1	W FLADEN	W FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-30	11:20			SHARK-HYD+2016+26DA+0214+79+79	57 12.67	11 38.36	57.21117	11.63933		81	26	10	5.1		993	2	8	3	0				CTD AFTER GOV TRAWL. ACT.NO. 156/157.	79					7.85				34.73								5.5																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+0+0	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	0					2.92		22.750		22.71						8.01		7.5												0.68		1.13		0.43		5.98		6.41				19.2																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+5+5	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	5					2.90		22.750		22.74						8.01		7.5												0.69		1.18		0.42		5.94		6.36				20.3																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+10+10	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	10					3.93		23.130		25.99						8.01		7.1												0.68		1.08		0.40		5.92		6.32				19.3																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+15+15	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	15					5.85		29.370		29.85							B	6.4												0.63		0.87		0.10		6.39		6.49				17.0																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+20+20	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	20					6.47		32.310		32.31						6.51		6.1												0.64		0.70		0.09		7.13		7.22				15.2																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+25+25	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	25					7.24		33.490		33.45						6.33		5.8												0.65		0.74		0.10		7.12		7.22				14.2																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+30+30	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	30					7.24		33.630		33.75						6.34		5.8												0.66		0.71		0.11		7.25		7.36				15.0																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+40+40	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	40					7.39				34.00								5.7																																																							4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0210	1	FYRBANKEN	FYRBANKEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	16:15			SHARK-HYD+2016+26DA+0210+44+44	56 48.21	11 48.90	56.80350	11.81500		46	24	16	5.0		999	2	8	5	0				HYDRO AFTER GOV TRAWL. ACT.NO. 150/151. NO NH4 AND SIO3. INSTRUMENT FAILURE.	44					7.46		34.010		34.01						6.15		5.7												0.73		0.68		0.15		7.20		7.35				14.8																															4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+0+0	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	0							21.240								8.26														0.65		1.20		0.52		6.23		6.75				21.3																															3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+5+5	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	5					1.84		21.230		21.27						8.32		7.8												0.66		1.24		0.53		6.24		6.77				20.5																															3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+10+10	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	10					1.90		21.910		21.70						8.25		7.7												0.65		1.17		0.48		6.04		6.52				19.6																															3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+15+15	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	15					4.89		29.090		29.22						6.76		6.3												0.76		0.91		0.23		7.46		7.69				17.5																															3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+20+20	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	20					7.82		34.690		34.65						5.92		5.5												0.78		0.83		0.03		8.13		8.16				14.5																															3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+25+25	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	25					7.83		34.730		34.73						6.01		5.6												0.78		0.82		0.05		7.86		7.91				13.8																															3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
