Datatyp	Kontrollstatus	Kontrollerad av	År	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsdatum	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Shark prov id	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Luftens våttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Siktdjup (m)	Q-flagga Siktdjup	Övrig Provtagning	Besökskommentar	Provtagningsdjup (m)	Tryck CTD (dbar)	Q-flagga Tryck CTD	Temperatur vattenhämtare (C)	Q-flagga Temperatur vattenhämtare	Temperatur CTD (C)	Q-flagga Temperatur CTD	Salinitet vattenhämtare (o/oo psu)	Q-flagga Salinitet vattenhämtare	Salinitet CTD (o/oo psu)	Q-flagga Salinitet CTD	Konduktivitet_25 vattenhämtare (mS/m)	Q-flagga Konduktivitet_25 vattenhämtare	Konduktivitet CTD (mS/m)	Q-flagga Konduktivitet CTD	Syrgashalt O2 vattenhämtare (ml/l)	Q-flagga Syrgashalt O2 vattenhämtare	Syrgashalt O2 CTD (ml/l)	Q-flagga Syrgashalt O2 CTD	Svavelväte H2S (umol/l)	Q-flagga Svavelväte H2S-S	pH	Q-flagga pH	pH Laboratorium	Q-flagga pH Laboratorium	Temperatur pH Laboratorium (C)	Q-flagga Temperatur pH Laboratorium	Alkalinitet (mmol/l)	Q-flagga Alkalinitet	Fosfatfosfor PO4-P (umol/l)	Q-flagga Fosfatfosfor PO4-P	Total fosfor Tot-P (umol/l)	Q-flagga Total fosfor Tot-P	Nitritkväve NO2-N (umol/l)	Q-flagga Nitritkväve NO2-N	Nitratkväve NO3-N (umol/l)	Q-flagga Nitratkväve NO3-N	Nitrit+Nitratkväve NO2+NO3-N (umol/l)	Q-flagga Nitrit+Nitratkväve NO2+NO3-N	Ammoniumkväve NH4-N (umol/l)	Q-flagga Ammoniumkväve NH4-N	Total kväve Tot-N (umol/l)	Q-flagga Total kväve Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flagga Humus	Klorofyll-a vattenhämtare (ug/l)	Q-flagga Klorofyll-a vattenhämtare	Löst Organiskt Kol DOC (umol/l)	Q-flagga Löst Organiskt Kol DOC	Partikulärt Organiskt Kol POC (umol/l)	Q-flagga Partikulärt Organiskt Kol POC	Total Organiskt Kol TOC (mg/l)	Q-flagga Total Organiskt Kol TOC	Partikulärt Organiskt Kväve PON (umol/l)	Q-flagga Partikulärt Organiskt Kväve PON	Strömriktning (dekagrader)	Q-flagga Strömriktning	Strömhastighet (m/s)	Q-flagga Strömhastighet	Lignin (mg/l)	Q-flagga Lignin	Gulämne (1/l)	Q-flagga Gulämne	Aluminium (ug/l)	Q-flagga Aluminium	Urea (umol/l)	Q-flagga Urea	CDOM (1/m)	Q-flagga CDOM	Provkommentar	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0140		E ÄLVSBORGSBRON	E ÄLVSBORGSBRON	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:35			SHARK-HYD+2017+77SN+0140+2+2	57 41.50	11 54.40	57.69167	11.90667		9	18	2	10		1002	2	7	1	0	1.5				2			13.05		11.83		19.273			B					5.61														0.54		1.17		0.52		11.54		12.06		1.72		28.7		14.5				1.4																															OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0140		E ÄLVSBORGSBRON	E ÄLVSBORGSBRON	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:35			SHARK-HYD+2017+77SN+0140+5+5	57 41.50	11 54.40	57.69167	11.90667		9	18	2	10		1002	2	7	1	0	1.5				5			14.19		14.08		31.495			B					4.73														0.68		1.17		0.66		4.58		5.24		0.97		17.8		8.9				1.2																															OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0140		E ÄLVSBORGSBRON	E ÄLVSBORGSBRON	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:35			SHARK-HYD+2017+77SN+0140+8+8	57 41.50	11 54.40	57.69167	11.90667		9	18	2	10		1002	2	7	1	0	1.5				8			14.26				32.753								4.66														0.70		1.18		0.70		3.77		4.47		1.23		17.8		8.4																																			OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+0+0	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	0					14.31				32.63						5.80		5.5												0.34				0.15		0.21		0.36		0.21				3.2				3.7																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+5+5	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	5			14.30		14.33				32.65						5.78		5.5												0.34				0.15		0.21		0.36		0.20	<			3.2				3.7																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+10+10	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	10					14.33				32.65						5.76		5.5												0.34				0.16		0.23		0.39		0.27				3.3				3.5																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+15+15	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	15					14.52				32.85						5.76		5.4												0.34				0.15		0.22		0.37		0.23				3.0				3.7																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+20+20	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	20					14.81				33.21						5.56		5.2												0.32				0.14		0.23		0.37		0.57				3.0				2.1																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+30+30	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	30			15.22		15.23				33.79						5.47		5.1												0.26				0.07		0.12		0.19		0.57				1.7				0.6																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+40+40	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	40					15.16				34.12						5.45		5.2												0.22				0.07		0.14		0.21		0.44				1.6				0.8																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+50+50	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	50					13.97				34.29						5.61		5.3												0.18				0.06		0.11		0.17		0.36				1.6				0.7																																				Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+75+75	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	75			11.46		11.58				34.52						4.92		4.6												0.69				0.34		5.99		6.33		0.20	<			7.2																																								Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Pågående-SMHI	Leverantör	2017	34EB	0001	1	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2017-10-10	22:00			SHARK-HYD+2017+34EB+0001+92+92	57 51.99	11 17.47	57.86658	11.29117		93	27	16	13.0		1002	9	9	9	0				OX-LÖSNING HADE BILDAT UTFÄLLNING VID START SATTES I VÄRMEBAD. JLIND	92			10.48												4.66														0.90				0.46		7.45		7.91		0.24				10.8																																								Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2017-10-30.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0139		SKALKORGARNA	SKALKORGARNA	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:00			SHARK-HYD+2017+77SN+0139+0+0	57 40.73	11 46.10	57.67883	11.76833		14	15	1	9		1003	2	7	1	0	2.5				0			13.55		13.13		24.977			B					5.53														0.53		1.18		0.61		7.65		8.26		1.28		24.8		11.4				3.4																									1 - Estuarie (övergångsvatten)	Västerhavets vattendistrikt	Rivö fjord	574050-114780	25 - Göta älvs- och Nordre älvs estuarie		OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0139		SKALKORGARNA	SKALKORGARNA	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:00			SHARK-HYD+2017+77SN+0139+2+2	57 40.73	11 46.10	57.67883	11.76833		14	15	1	9		1003	2	7	1	0	2.5				2			14.45		13.68		30.987			B					5.00														0.52		1.08		0.62		3.54		4.16		0.27		17.3		7.7				2.4																									1 - Estuarie (övergångsvatten)	Västerhavets vattendistrikt	Rivö fjord	574050-114780	25 - Göta älvs- och Nordre älvs estuarie		OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0139		SKALKORGARNA	SKALKORGARNA	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:00			SHARK-HYD+2017+77SN+0139+5+5	57 40.73	11 46.10	57.67883	11.76833		14	15	1	9		1003	2	7	1	0	2.5				5			14.55		14.42		32.307			B					4.95														0.56		0.86		0.62		3.01		3.63		0.37		15.6		7.0				2.3																									1 - Estuarie (övergångsvatten)	Västerhavets vattendistrikt	Rivö fjord	574050-114780	25 - Göta älvs- och Nordre älvs estuarie		OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0139		SKALKORGARNA	SKALKORGARNA	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:00			SHARK-HYD+2017+77SN+0139+10+10	57 40.73	11 46.10	57.67883	11.76833		14	15	1	9		1003	2	7	1	0	2.5				10			14.44		14.38		33.111			B					4.86														0.60		0.92		0.53		3.09		3.62		0.70		13.9		7.5				1.3																									1 - Estuarie (övergångsvatten)	Västerhavets vattendistrikt	Rivö fjord	574050-114780	25 - Göta älvs- och Nordre älvs estuarie		OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0139		SKALKORGARNA	SKALKORGARNA	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	12:00			SHARK-HYD+2017+77SN+0139+13+13	57 40.73	11 46.10	57.67883	11.76833		14	15	1	9		1003	2	7	1	0	2.5				13			14.42		14.46		33.264			B					4.85														0.60		0.92		0.48		2.76		3.24		0.77		14.5		7.1																													1 - Estuarie (övergångsvatten)	Västerhavets vattendistrikt	Rivö fjord	574050-114780	25 - Göta älvs- och Nordre älvs estuarie		OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+0+0	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	0			14.82		14.77		32.273			B					5.07														0.40		0.92		0.67		1.54		2.21		0.27		15.2		5.5				3.2				17.0																						Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+2+2	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	2			14.91		14.89		33.089			B					5.04														0.41		0.78		0.67		1.47		2.14		0.38		14.2		5.0				1.3																										Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+5+5	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	5			15.15		14.73		33.229			B					5.06														0.41		0.78		0.60		1.35		1.95		0.64		13.5		4.8				1.2				12.0																						Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+10+10	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	10			15.18		15.13		33.571			B					5.16														0.39		0.92		0.39		0.98		1.37		1.00		13.7		4.6				0.7																										Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+15+15	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	15			15.25		15.23		33.763			B					5.30														0.32		0.87		0.22		0.61		0.83		0.99		12.2		3.7				0.7																										Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+20+20	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	20			15.23		15.18		33.855			B					5.30														0.33		0.60		0.20		0.68		0.88		0.96		12.1		3.8				0.7				9.9																						Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+30+30	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	30			14.85		14.98		34.075			B					5.17														0.40		0.77		0.28		1.29		1.57		0.93		12.1		4.8				0.7																										Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+40+40	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	40			13.52		13.72		34.219			B					3.58														1.09		1.45		1.09		6.06		7.15		1.14		17.4		16.0																														Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0137		STRETUDDEN	STRETUDDEN	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-10-10	06:45			SHARK-HYD+2017+77SN+0137+44+44	58 20.60	11 24.20	58.34333	11.40333		45	05	4	5		1006	1	1	2	0	7			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	44			13.46				34.256								3.62														1.08		1.40		0.96		6.13		7.09		1.09		18.5		15.7																														Västerhavets vattendistrikt	Yttre Brofjorden	582000-112350	01n - Västkustens inre kustvatten		OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
