Datatyp	Kontrollstatus	Kontrollerad av	År	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Shark prov id MD5	Provtagningsdatum (start)	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Secchidjup	Q-flagga för Secchidjup	Besökskommentar	Rapporterat id	Provets övre djup	Provets nedre djup	Provtagningslaboratorium	Provtagande laboratorium ackrediterat	Provtagartyp	Provtagningsvolym (l)	Provkommentar	Parameter	Mätvärde	Mätenhet	Q-flagga	Värde beräknat av datavärd	Analysmetod (kod)	Metoddokument	Metodreferens (kod)	Variabel-kommentar	Mätosäkerhet	Beräkningsosäkerhetsmetod (kod)	Rapporteringsgräns	Detektionsgräns	Mätområde	Analyslaboratorium	Analyslaboratorium ackrediterat	Analysdatum	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Vatten land stationstyp (kod)	Typ av övervakningsstation (kod)	Syfte med provtagningen (kod)	Typ av övervakningsprogram (kod)	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Chlorophyll	Pågående-SMHI	Leverantör	2016	BY31 LANDSORTSDJ	BY31	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77FY	142	142	631a088c8ee89e5d359cf6cf685df09f	2016-08-01	08:15:00			58 35.00	18 14.00	58.58333	18.23333	NOM	460	23	6			1	1	3	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	2.81	ug/l				SS028146								Stockholms universitet			3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	MO	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SNo27	SNo27	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	4b6421cc8cf89700fd00591e22659939	2016-07-26	13:50			62 50.19	18 04.58	62.83650	18.07633	GPS	44	11	4			1	1	1	0	7.5		CTD 44m, ekolod 45m, Siktdjup med vattenkikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	1.63	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Norafjärden	625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SNo27	SNo27	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	96ff81a43d166e7f890eb089bc62c369	2016-07-26	13:50			62 50.19	18 04.58	62.83650	18.07633	GPS	44	11	4			1	1	1	0	7.5		CTD 44m, ekolod 45m, Siktdjup med vattenkikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	1.57	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Norafjärden	625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SNo28	SNo28	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	9d3554cd439f7ce67ddd63a71786c825	2016-07-26	14:50			62 50.19	18 00.21	62.83650	18.00350	GPS	31	15	7			1	1	1	0	6		Siktdjup med vattenkikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.18	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Norafjärden	625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SNo28	SNo28	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	7ae17b413da0f74c84bb258231dd6f2d	2016-07-26	14:50			62 50.19	18 00.21	62.83650	18.00350	GPS	31	15	7			1	1	1	0	6		Siktdjup med vattenkikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.34	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Norafjärden	625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SSo9	SSo9	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	c7b2d473b18fb2756a19f5142070e786	2016-07-26	10:30			62 52.61	18 19.97	62.87683	18.33283	GPS	6	20	4			1	3	1	0	1.5		Siktdjup med vattenkikare	1	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	13.49	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Sörleviken	628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SSo9	SSo9	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	4e33eb446f53e6c30605ef87d0a7d76f	2016-07-26	10:30			62 52.61	18 19.97	62.87683	18.33283	GPS	6	20	4			1	3	1	0	1.5		Siktdjup med vattenkikare	2	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	13.64	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Sörleviken	628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	REF M1V1	REF M1V1	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	382	12	d6b956d2522772deb75e9639b21d17a7	2016-07-25	23:17			56 22.23	16 12.12	56.37050	16.20200	GPS	22	27	2.5	18.7	1016	9	9	9	0			LÄCKANDE DIB. MKT LITE VATTEN KVAR TILL SALTFLASKA. EXTRA ZOOPLANKTON TILL UMEÅ.	2016-REFM1V1-SLA_0-10-052	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	3.6	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	S Kalmarsunds utsjövatten	561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Kalmar län	Torsås	SE624923-152449					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SBa27	SBa27	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	a0d6e43f8dc69fbcdc76bff7ac30c335	2016-07-25	16:50			63 13.33	18 45.30	63.22217	18.75500	GPS	7	17	7			1	6	1	0	4.5		Siktdjup med vattenkikare	1	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.17	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SBa27	SBa27	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	852ea1fac0267ee87b7d9ec95ad7c429	2016-07-25	16:50			63 13.33	18 45.30	63.22217	18.75500	GPS	7	17	7			1	6	1	0	4.5		Siktdjup med vattenkikare	2	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.31	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SBa28	SBa28	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	ce47e9d5af444308701964ad8f09589e	2016-07-25	17:40			63 13.70	18 42.18	63.22833	18.70300	GPS	36	15	7			1	5	1	0	4.5		CTD visade 36m, ekolod 39,5m, Siktdjup med vattenkikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.05	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SBa28	SBa28	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	d6dbe127bb92321b90e804e98b4fc181	2016-07-25	17:40			63 13.70	18 42.18	63.22833	18.70300	GPS	36	15	7			1	5	1	0	4.5		CTD visade 36m, ekolod 39,5m, Siktdjup med vattenkikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.1	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SId27	SId27	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	fe9bf36f0ecc18935da08c909df96544	2016-07-25	13:30			63 16.99	18 51.83	63.28317	18.86383	GPS	7	13	10			1	1	2	0	3.5		CTD visade 7m, ekolod 6m, Max provtagningsdjup sattes till 5,5 för säkerhets skull, Siktdjup med vattenkikare	1	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.42	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SId27	SId27	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	87f799b3c56cbdfd337415cc70d769e0	2016-07-25	13:30			63 16.99	18 51.83	63.28317	18.86383	GPS	7	13	10			1	1	2	0	3.5		CTD visade 7m, ekolod 6m, Max provtagningsdjup sattes till 5,5 för säkerhets skull, Siktdjup med vattenkikare	2	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.23	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SId28	SId28	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	715ad0c5dbce689b7440963805197876	2016-07-25	14:30			63 16.88	18 52.10	63.28133	18.86833	GPS	13	16	8			1	5	2	0	3.5		Siktdjup med vattenkikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.57	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SId28	SId28	REG Västernorrlands län	Länsstyrelsen Västernorrland	77LY		19	36519482f333eb0c25d5d883dff04c7c	2016-07-25	14:30			63 16.88	18 52.10	63.28133	18.86833	GPS	13	16	8			1	5	2	0	3.5		Siktdjup med vattenkikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.76	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik			RP	E	REG	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	378	12	000967d40c092671b6e0007b61c83def	2016-07-24	21:18			56 56.52	12 12.59	56.94200	12.20983	GPS	32	2	1.3	22.0	1018	9	9	9	0			EXTRA HÄMTARE 15M. FLMAX TILL UMEÅ. EXTRA ZOOPLANKTONHÅV TILL UMEÅ.	2016-N14_FALKENBERG-SLA_0-10-069	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	0.6	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	376	12	d9687f8ddce0fa8aa16c8ada3549a211	2016-07-24	11:20			58 15.59	11 26.13	58.25983	11.43550	GPS	74	24	5.5	22.3	1020	1	4	2	0	6		4 EXTRA HÄMTARE FÖR FLUORESCENSEMAX. OMKRING 10M. EXTRA ZOOPLANKTONHÅV UMEÅ UNIV. 25-0M. RÄKNEVERK FÖRE:14982 EFTER:15040. VINKEL:0	2016-SLAGGO-SLA_0-10-163	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	5.0	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	RÅNEÅ-2	RA2	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		18	8b6fb64ad199d3fd3e679dc0671f9e79	2016-07-20	14:15			65 43.82	22 26.86	65.73033	22.44767	GPS	12	16	8			0	0	1	0	3		Djurplankton åt E,Björn	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.29	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	RÅNEÅ-2	RA2	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		18	f97ca69a796e5541aa0d3cd93d97b9e5	2016-07-20	14:15			65 43.82	22 26.86	65.73033	22.44767	GPS	12	16	8			0	0	1	0	3		Djurplankton åt E,Björn	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.2	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B1	B1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77LA	45	45	ef536dbb782bcb0ee6f44af1f2664578	2016-07-19	06:20:00			58 48.19	17 37.52	58.80317	17.62533	NOM	41.7	27	2			0	0	0	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	1.3	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B3	B3	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		18	5c203d019591f20ad26b196eb64ddcee	2016-07-18	14:20			63 29.86	19 49.30	63.49767	19.82167	GPS	24	28	4			2	7	2	0	4.5		Extra prov till Kevin, Sonia, Ana Soares och djurplankton till E,Björn	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B3	B3	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		18	b6fc68a0cb94fe6f918e2944f9383986	2016-07-18	14:20			63 29.86	19 49.30	63.49767	19.82167	GPS	24	28	4			2	7	2	0	4.5		Extra prov till Kevin, Sonia, Ana Soares och djurplankton till E,Björn	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	BY31 LANDSORTSDJ	BY31	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77FY	141	141	3d48f3c9356aac29c3d156667e00d545	2016-07-18	07:40:00			58 35.00	18 14.00	58.58333	18.23333	NOM	460	27	6			1	1	3	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	2.12	ug/l				SS028146								Stockholms universitet			3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	MO	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
