Datatyp	Kontrollstatus	Kontrollerad av	År	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Shark prov id MD5	Provtagningsdatum (start)	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Secchidjup	Q-flagga för Secchidjup	Besökskommentar	Rapporterat id	Provets övre djup	Provets nedre djup	Provtagningslaboratorium	Provtagande laboratorium ackrediterat	Provtagartyp	Provtagningsvolym (l)	Provkommentar	Parameter	Mätvärde	Mätenhet	Q-flagga	Värde beräknat av datavärd	Analysmetod (kod)	Metoddokument	Metodreferens (kod)	Variabel-kommentar	Mätosäkerhet	Beräkningsosäkerhetsmetod (kod)	Rapporteringsgräns	Detektionsgräns	Mätområde	Analyslaboratorium	Analyslaboratorium ackrediterat	Analysdatum	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Vatten land stationstyp (kod)	Typ av övervakningsstation (kod)	Syfte med provtagningen (kod)	Typ av övervakningsprogram (kod)	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Chlorophyll	Pågående-SMHI	Leverantör	2015	SNo16	SNo16	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	0f8f2f6271810ad20028005edfee8eb6	2015-07-10	09:20	2015-07-10	09:50	62 49.42	18 02.18	62.82367	18.03633	GPS	15	36	4			2	8	1	0	4.0		Siktdjup 3,5 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.95	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Norafjärden	625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SNo16	SNo16	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	25f1c2abe1c4934107ae4acd3c6f7dab	2015-07-10	09:20	2015-07-10	09:50	62 49.42	18 02.18	62.82367	18.03633	GPS	15	36	4			2	8	1	0	4.0		Siktdjup 3,5 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.98	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Norafjärden	625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBo5	SBo5	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	7ec713ad232983dc54e0814ca836c365	2015-07-09	15:30	2015-07-09	16:00	62 59.59	17 42.22	62.99317	17.70367	GPS	27	31	4			5	8	0	0	2.0		Siktdjup 2,0 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	1.61	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bollstafjärden	625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBo5	SBo5	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	e73f5c8677c4eb757d455cb59d6d84ff	2015-07-09	15:30	2015-07-09	16:00	62 59.59	17 42.22	62.99317	17.70367	GPS	27	31	4			5	8	0	0	2.0		Siktdjup 2,0 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	1.71	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bollstafjärden	625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBo6	SBo6	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	11133abc245953eb2d238bf2a8990168	2015-07-09	16:15	2015-07-09	16:40	62 58.79	17 42.13	62.97983	17.70217	GPS	13	28	2			4	8	0	0	3.0		Siktdjup 2,5 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.70	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bollstafjärden	625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBo6	SBo6	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	e2a5ac09aa010ae0a1baa9bbe5a6e50a	2015-07-09	16:15	2015-07-09	16:40	62 58.79	17 42.13	62.97983	17.70217	GPS	13	28	2			4	8	0	0	3.0		Siktdjup 2,5 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.46	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bollstafjärden	625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SMj7	SMj7	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	7041a747c952d19a2f905d84478e2399	2015-07-09	09:15	2015-07-09	09:30	63 05.06	18 37.62	63.08433	18.62700	GPS	16	1	4			5	8	1	0	6.0		Siktdjup 5,0 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.64	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Mjältöfjärden sek namn	630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SMj7	SMj7	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	3eb160199a56214c7afbdffe4aad6ff2	2015-07-09	09:15	2015-07-09	09:30	63 05.06	18 37.62	63.08433	18.62700	GPS	16	1	4			5	8	1	0	6.0		Siktdjup 5,0 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.67	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Mjältöfjärden sek namn	630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SMj8	SMj8	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	d53e6565c8ff20057f349eb983fdb18a	2015-07-09	09:45	2015-07-09	10:20	63 05.41	18 33.77	63.09017	18.56283	GPS	66	1	4			4	8	1	0	6.5		Siktdjup 5,0 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.74	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Mjältöfjärden sek namn	630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SMj8	SMj8	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	8c504c666ba1f7c033fc4bb53d48dabb	2015-07-09	09:45	2015-07-09	10:20	63 05.41	18 33.77	63.09017	18.56283	GPS	66	1	4			4	8	1	0	6.5		Siktdjup 5,0 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.32	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Mjältöfjärden sek namn	630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SMj9	SMj9	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	fe397fa5bb996d53a98134f10135160f	2015-07-09	10:30	2015-07-09	11:10	63 04.26	18 32.91	63.07100	18.54850	GPS	60	36	4			5	8	1	0	5.5		Siktdjup 4,5 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.59	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Mjältöfjärden sek namn	630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SMj9	SMj9	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	9c41fef84c455e4504581f5d052b218c	2015-07-09	10:30	2015-07-09	11:10	63 04.26	18 32.91	63.07100	18.54850	GPS	60	36	4			5	8	1	0	5.5		Siktdjup 4,5 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.94	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Mjältöfjärden sek namn	630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SSo3	SSo3	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	3a9dd61d4ecbdae46c5f9539162d5e31	2015-07-09	12:50	2015-07-09	13:20	62 52.27	18 19.74	62.87117	18.32900	GPS	7	36	3			4	8	0	0	3.0		Siktdjup 2,5 utan kikare	1	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	5.36	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Sörleviken	628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SSo3	SSo3	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	0292904f11444790cc2414867b97658d	2015-07-09	12:50	2015-07-09	13:20	62 52.27	18 19.74	62.87117	18.32900	GPS	7	36	3			4	8	0	0	3.0		Siktdjup 2,5 utan kikare	2	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	5.88	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Sörleviken	628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	BYTTELOCKET	BYTTELOCKET	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	77SN			81f7a1bb1b14e0d97876d26bf48b8292	2015-07-08	09:45:00			58 21.20	11 14.40	58.35333	11.24000		29	23	9			1	4	3						0	10	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	1	ug/l			FLM		HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Kungshamn s skärgård	582147-111771	01n - Västkustens inre kustvatten	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Sotenäs		C	B		REG	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI_BVVF	SHARK_Chlorophyll_2015_SMHI_BVVF_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	BYTTELOCKET	BYTTELOCKET	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	77SN	43		fd68a07c5709d774895bf179c9770077	2015-07-08	09:45			58 21.20	11 14.40	58.35333	11.24000		29.0	23	9			1	4	3	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	1.00	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Kungshamn s skärgård	582147-111771	01n - Västkustens inre kustvatten	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Sotenäs					NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBa15	SBa15	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	ebef3559f7f5b08e01453369bb5e78bc	2015-07-08	12:45	2015-07-08	13:20	63 13.34	18 45.59	63.22233	18.75983	GPS	10	18	6			1	5	0	0	4.0		Siktdjup 3,5 utan kikare	1	0	9	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	4.71	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBa15	SBa15	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	d40d051e7ecfadb6fc62d9cd486a2d2a	2015-07-08	12:45	2015-07-08	13:20	63 13.34	18 45.59	63.22233	18.75983	GPS	10	18	6			1	5	0	0	4.0		Siktdjup 3,5 utan kikare	2	0	9	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	4.74	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBa16	SBa16	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	ea155d3a56b3dac2d5352df730fbd052	2015-07-08	13:40	2015-07-08	14:10	63 13.86	18 42.76	63.23100	18.71267	GPS	31	18	6			1	5	0	0	4.0		Siktdjup 3,5 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	4.96	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SBa16	SBa16	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	f85d1b9dddfae85eae66c16aa104adbb	2015-07-08	13:40	2015-07-08	14:10	63 13.86	18 42.76	63.23100	18.71267	GPS	31	18	6			1	5	0	0	4.0		Siktdjup 3,5 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	5.02	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Bäckfjärden	631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SId15	SId15	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	193112993ce02782ca9bdd5fdd2bd26c	2015-07-08	09:30	2015-07-08	10:30	63 17.20	18 51.05	63.28667	18.85083	GPS	7	14	4			1	5	0	0	3.5		max djup 6,5 m enligt protokoll, siktdjup med kikare,	1	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	4.05	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SId15	SId15	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	5dcb3768f7a08c50d0cddfc5298a45b2	2015-07-08	09:30	2015-07-08	10:30	63 17.20	18 51.05	63.28667	18.85083	GPS	7	14	4			1	5	0	0	3.5		max djup 6,5 m enligt protokoll, siktdjup med kikare,	2	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	3.97	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SId16	SId16	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	3484c3567af18f445272819195559138	2015-07-08	10:50	2015-07-08	11:20	63 16.19	18 52.77	63.26983	18.87950	GPS	21	14	5			1	5	0	0	4.5		4,0 utan kikare	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	5.93	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SId16	SId16	PROJ Bottenhavet pelagisk verifikation	Länsstyrelsen Västernorrland	77LY		21	f7728ab7814dee2b13f46cd0bc2944a0	2015-07-08	10:50	2015-07-08	11:20	63 16.19	18 52.77	63.26983	18.87950	GPS	21	14	5			1	5	0	0	4.5		4,0 utan kikare	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	5.92	ug/l			FLM	Metodanvisning Klorofyll-a	HC-C-C4		22	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Idbyfjärden	631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Örnsköldsvik						Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC_Hogakusten	SHARK_Chlorophyll_2015_UMSC_Hogakusten_version_2017-04-26.zip
